transaction_id,date,year,sender_state,receiver_state,sender_account,receiver_account,amount_inr,transaction_type,channel,risk_score,flagged
TX0000205,2024-10-17,2024,Manipur,Assam,ACC389366,ACC574803,38200.76,Remittance,Cash,0.2,False
TX0000206,2019-12-23,2019,Haryana,Bihar,ACC642835,ACC718409,29788.15,Crypto Off-ramp,Cash,0.59,False
TX0000207,2024-10-23,2024,Mizoram,Bihar,ACC316331,ACC636439,325015.49,Remittance,UPI,0.27,False
TX0000208,2022-06-10,2022,Maharashtra,West Bengal,ACC758891,ACC346903,82641.97,Hawala-linked Transfer,UPI,0.61,False
TX0000209,2023-08-02,2023,Punjab,Kerala,ACC625050,ACC129088,83772.95,Trade Invoice Payment,Hawala Network,0.26,False
TX0000210,2019-04-24,2019,Uttar Pradesh,Kerala,ACC152863,ACC846781,122473.91,Remittance,Cash,0.23,False
TX0000211,2023-01-22,2023,Jammu and Kashmir,Tamil Nadu,ACC463460,ACC184219,523672.03,Trade Invoice Payment,Hawala Network,0.1,False
TX0000212,2022-04-23,2022,West Bengal,Tamil Nadu,ACC756223,ACC706660,55418.3,Remittance,UPI,0.27,False
TX0000213,2024-09-26,2024,Kerala,Kerala,ACC820990,ACC918430,119169.16,Remittance,Hawala Network,0.02,False
TX0000214,2019-09-27,2019,Jammu and Kashmir,Maharashtra,ACC683963,ACC801118,348912.1,Hawala-linked Transfer,Hawala Network,0.63,False
TX0000215,2021-09-08,2021,Uttar Pradesh,Mizoram,ACC448525,ACC225552,71786.15,Hawala-linked Transfer,Hawala Network,0.73,True
TX0000216,2024-09-27,2024,Maharashtra,West Bengal,ACC973250,ACC851469,246992.33,Crypto Off-ramp,Hawala Network,0.59,False
TX0000217,2022-02-02,2022,Rajasthan,Manipur,ACC372712,ACC614904,46756.76,Trade Invoice Payment,Crypto Exchange,0.25,False
TX0000218,2023-10-11,2023,Mizoram,Andhra Pradesh,ACC994354,ACC334957,7812.04,Remittance,Hawala Network,0.23,False
TX0000219,2021-08-26,2021,Uttar Pradesh,Assam,ACC626542,ACC785811,27560.43,Trade Invoice Payment,Crypto Exchange,0.22,False
TX0000220,2022-07-15,2022,Telangana,Mizoram,ACC174373,ACC423167,247392.54,Remittance,Crypto Exchange,0.22,False
TX0000221,2020-12-17,2020,West Bengal,Uttar Pradesh,ACC817790,ACC803261,12064.86,Remittance,Hawala Network,0.2,False
TX0000222,2019-12-01,2019,Kerala,Punjab,ACC714188,ACC895274,701531.81,Remittance,Bank Transfer,0.17,False
TX0000223,2021-09-18,2021,Madhya Pradesh,Kerala,ACC128435,ACC370301,62152.4,Remittance,UPI,0.12,False
TX0000224,2024-02-13,2024,West Bengal,Maharashtra,ACC579443,ACC117586,19665.3,Remittance,Bank Transfer,0.18,False
TX0000225,2018-10-15,2018,Delhi,West Bengal,ACC751125,ACC829829,379986.27,Remittance,Cash,0.12,False
TX0000226,2021-03-02,2021,Telangana,Assam,ACC570380,ACC731578,15297.1,Shell Company Transfer,UPI,0.75,True
TX0000227,2019-05-23,2019,Jammu and Kashmir,West Bengal,ACC272356,ACC579683,125742.11,Hawala-linked Transfer,Cash,0.75,True
TX0000228,2018-01-01,2018,Andhra Pradesh,Assam,ACC718396,ACC321999,29496.8,Trade Invoice Payment,Crypto Exchange,0.28,False
TX0000229,2019-06-17,2019,Madhya Pradesh,Haryana,ACC367059,ACC451266,114733.65,Hawala-linked Transfer,Hawala Network,0.67,True
TX0000230,2019-05-17,2019,Rajasthan,Mizoram,ACC659565,ACC394535,1423.73,Crypto Off-ramp,Crypto Exchange,0.67,True
TX0000231,2018-08-25,2018,Haryana,Gujarat,ACC938775,ACC734638,42948.07,Cash Deposit,Hawala Network,0.13,False
TX0000232,2020-07-09,2020,Punjab,Madhya Pradesh,ACC854477,ACC967317,114237.09,Cash Deposit,UPI,0.22,False
TX0000233,2021-12-18,2021,Assam,Telangana,ACC285551,ACC508312,309305.0,Crypto Off-ramp,Hawala Network,0.62,False
TX0000234,2022-08-06,2022,Jammu and Kashmir,Bihar,ACC592807,ACC655069,1147902.48,Remittance,Bank Transfer,0.29,False
TX0000235,2019-08-05,2019,Rajasthan,Odisha,ACC336521,ACC180355,31411.2,Hawala-linked Transfer,Hawala Network,0.72,True
TX0000236,2024-10-26,2024,Odisha,Assam,ACC281442,ACC847701,260741.75,Remittance,Hawala Network,0.21,False
TX0000237,2019-04-16,2019,West Bengal,Delhi,ACC643289,ACC164712,964821.54,Remittance,Cash,0.29,False
TX0000238,2019-03-05,2019,West Bengal,Delhi,ACC440339,ACC790871,43147.84,Crypto Off-ramp,Bank Transfer,0.68,True
TX0000239,2024-03-25,2024,Haryana,Uttar Pradesh,ACC504084,ACC920549,355462.19,Trade Invoice Payment,UPI,0.22,False
TX0000240,2023-06-12,2023,Uttar Pradesh,Telangana,ACC497771,ACC422398,11297.55,Crypto Off-ramp,Bank Transfer,0.71,True
TX0000241,2019-10-03,2019,Odisha,Telangana,ACC429944,ACC678802,413377.68,Remittance,Crypto Exchange,0.26,False
TX0000242,2020-03-25,2020,Assam,Gujarat,ACC224603,ACC775658,166483.81,Trade Invoice Payment,Crypto Exchange,0.21,False
TX0000243,2021-12-20,2021,Assam,Mizoram,ACC103086,ACC276652,497416.08,Hawala-linked Transfer,Hawala Network,0.67,True
TX0000244,2023-04-21,2023,Uttar Pradesh,Rajasthan,ACC407982,ACC152312,900534.72,Trade Invoice Payment,Crypto Exchange,0.18,False
TX0000245,2020-07-09,2020,Delhi,Andhra Pradesh,ACC389129,ACC481160,118465.62,Cash Deposit,Crypto Exchange,0.12,False
TX0000246,2020-05-19,2020,West Bengal,Andhra Pradesh,ACC285795,ACC717827,3154.35,Trade Invoice Payment,Hawala Network,0.19,False
TX0000247,2024-12-05,2024,Uttar Pradesh,Manipur,ACC627747,ACC509249,4728.38,Cash Deposit,Hawala Network,0.25,False
TX0000248,2018-05-13,2018,Haryana,Gujarat,ACC439099,ACC888423,173997.82,Remittance,Hawala Network,0.22,False
TX0000249,2023-09-17,2023,Kerala,Telangana,ACC576550,ACC424867,30786.45,Remittance,Cash,0.24,False
TX0000250,2020-04-06,2020,Delhi,Tamil Nadu,ACC945537,ACC668301,39938.42,Remittance,Hawala Network,0.19,False
TX0000251,2018-05-27,2018,Madhya Pradesh,Karnataka,ACC553606,ACC415865,265439.84,Remittance,Cash,0.29,False
TX0000252,2020-01-09,2020,Mizoram,Telangana,ACC238645,ACC338102,20879.88,Cash Deposit,Crypto Exchange,0.25,False
TX0000253,2022-10-16,2022,Kerala,Mizoram,ACC358802,ACC328800,43403.74,Remittance,Bank Transfer,0.15,False
TX0000254,2019-11-24,2019,Uttar Pradesh,Delhi,ACC218331,ACC400804,69634.99,Trade Invoice Payment,Crypto Exchange,0.13,False
TX0000255,2024-08-21,2024,Andhra Pradesh,Tamil Nadu,ACC882295,ACC334333,290652.72,Trade Invoice Payment,Crypto Exchange,0.22,False
TX0000256,2024-04-09,2024,Assam,Tamil Nadu,ACC404951,ACC348414,110371.41,Remittance,Cash,0.15,False
TX0000257,2022-12-08,2022,Assam,Assam,ACC991715,ACC346638,121190.72,Remittance,UPI,0.18,False
TX0000258,2020-01-14,2020,Maharashtra,Karnataka,ACC751680,ACC583260,62329.2,Trade Invoice Payment,Cash,0.27,False
TX0000259,2022-11-08,2022,Maharashtra,Madhya Pradesh,ACC602655,ACC601056,14150.33,Cash Deposit,Crypto Exchange,0.3,False
TX0000260,2024-12-27,2024,Manipur,Kerala,ACC282365,ACC672420,131563.69,Cash Deposit,Bank Transfer,0.28,False
TX0000261,2024-05-13,2024,Tamil Nadu,Kerala,ACC920700,ACC701053,2130280.26,Remittance,Bank Transfer,0.42,False
TX0000262,2021-09-13,2021,Karnataka,West Bengal,ACC877638,ACC230198,22491.69,Trade Invoice Payment,Hawala Network,0.23,False
TX0000263,2024-08-15,2024,Delhi,Mizoram,ACC843049,ACC159812,47600.71,Remittance,Bank Transfer,0.14,False
TX0000264,2021-05-03,2021,Assam,Tamil Nadu,ACC486606,ACC945563,38848.68,Trade Invoice Payment,UPI,0.2,False
TX0000265,2021-04-17,2021,Andhra Pradesh,Haryana,ACC140301,ACC813873,46269.86,Trade Invoice Payment,Crypto Exchange,0.11,False
TX0000266,2022-08-03,2022,Punjab,Bihar,ACC396546,ACC774743,124461.76,Trade Invoice Payment,UPI,0.16,False
TX0000267,2020-10-19,2020,Delhi,Assam,ACC287103,ACC664371,48372.62,Cash Deposit,Bank Transfer,0.15,False
TX0000268,2024-10-21,2024,Delhi,Manipur,ACC542009,ACC771256,100133.68,Trade Invoice Payment,Bank Transfer,0.12,False
TX0000269,2020-07-21,2020,Andhra Pradesh,Mizoram,ACC270787,ACC404340,159720.11,Trade Invoice Payment,Crypto Exchange,0.19,False
TX0000270,2018-04-13,2018,Andhra Pradesh,Uttar Pradesh,ACC476411,ACC277327,202466.86,Trade Invoice Payment,Bank Transfer,0.11,False
TX0000271,2019-06-26,2019,Manipur,Karnataka,ACC826193,ACC627978,90871.37,Trade Invoice Payment,Cash,0.11,False
TX0000272,2024-11-18,2024,Haryana,Odisha,ACC898272,ACC369181,212324.63,Cash Deposit,Crypto Exchange,0.18,False
TX0000273,2021-01-09,2021,Jammu and Kashmir,Jammu and Kashmir,ACC230650,ACC253514,191581.54,Hawala-linked Transfer,Crypto Exchange,0.57,False
TX0000274,2024-07-04,2024,Telangana,Maharashtra,ACC378325,ACC239869,23627.83,Remittance,Hawala Network,0.21,False
TX0000275,2019-05-14,2019,Madhya Pradesh,Bihar,ACC423264,ACC454432,92068.53,Trade Invoice Payment,UPI,0.19,False
TX0000276,2021-12-08,2021,Tamil Nadu,Karnataka,ACC993251,ACC400914,743619.0,Hawala-linked Transfer,Crypto Exchange,0.57,False
TX0000277,2024-02-27,2024,Gujarat,Maharashtra,ACC169624,ACC408546,52044.62,Hawala-linked Transfer,Cash,0.61,False
TX0000278,2023-12-23,2023,Bihar,Assam,ACC663460,ACC455304,156003.03,Remittance,Bank Transfer,0.19,False
TX0000279,2022-12-22,2022,Andhra Pradesh,Manipur,ACC442117,ACC144882,226463.12,Trade Invoice Payment,Crypto Exchange,0.13,False
TX0000280,2018-09-09,2018,Karnataka,Madhya Pradesh,ACC716092,ACC113813,35500.38,Cash Deposit,Crypto Exchange,0.2,False
TX0000281,2018-12-03,2018,Mizoram,Mizoram,ACC349094,ACC518996,628420.15,Trade Invoice Payment,Bank Transfer,0.05,False
TX0000282,2020-11-16,2020,Haryana,Uttar Pradesh,ACC587156,ACC955669,8659.49,Trade Invoice Payment,Bank Transfer,0.12,False
TX0000283,2018-06-03,2018,Bihar,Karnataka,ACC229939,ACC980440,25450.23,Hawala-linked Transfer,UPI,0.56,False
TX0000284,2019-01-03,2019,Maharashtra,Odisha,ACC374641,ACC400427,61678.41,Trade Invoice Payment,Bank Transfer,0.1,False
TX0000285,2020-10-13,2020,Madhya Pradesh,Rajasthan,ACC445077,ACC441661,151926.81,Crypto Off-ramp,Hawala Network,0.7,True
TX0000286,2024-05-12,2024,Uttar Pradesh,Assam,ACC306853,ACC508764,225669.39,Hawala-linked Transfer,UPI,0.73,True
TX0000287,2020-06-09,2020,Mizoram,Assam,ACC953991,ACC512141,1681309.22,Trade Invoice Payment,UPI,0.23,False
TX0000288,2022-07-09,2022,Punjab,Punjab,ACC911943,ACC701454,1319843.32,Cash Deposit,Bank Transfer,0.15,False
TX0000289,2018-12-23,2018,Gujarat,Andhra Pradesh,ACC422980,ACC158474,499000.36,Cash Deposit,Crypto Exchange,0.29,False
TX0000290,2021-06-01,2021,Gujarat,Assam,ACC691052,ACC170486,149562.08,Remittance,Hawala Network,0.18,False
TX0000291,2018-05-09,2018,Kerala,Punjab,ACC492532,ACC686673,286333.25,Crypto Off-ramp,Cash,0.58,False
TX0000292,2021-12-24,2021,Telangana,Maharashtra,ACC375028,ACC342220,82819.5,Trade Invoice Payment,Crypto Exchange,0.28,False
TX0000293,2018-04-05,2018,Maharashtra,West Bengal,ACC900958,ACC311514,55381.78,Remittance,Bank Transfer,0.13,False
TX0000294,2018-05-09,2018,Uttar Pradesh,Bihar,ACC300349,ACC850864,4003.35,Remittance,Hawala Network,0.29,False
TX0000295,2023-01-19,2023,Delhi,Uttar Pradesh,ACC503839,ACC550448,75759.95,Remittance,Hawala Network,0.25,False
TX0000296,2018-05-01,2018,Maharashtra,Bihar,ACC133373,ACC221438,240116.81,Trade Invoice Payment,UPI,0.1,False
TX0000297,2018-01-16,2018,Jammu and Kashmir,Rajasthan,ACC290035,ACC512093,81335.85,Hawala-linked Transfer,Cash,0.73,True
TX0000298,2020-08-07,2020,Delhi,Gujarat,ACC482085,ACC912375,17985.77,Remittance,Bank Transfer,0.18,False
TX0000299,2024-01-26,2024,Assam,Kerala,ACC883612,ACC362249,165515.61,Shell Company Transfer,Crypto Exchange,0.74,True
TX0000300,2021-11-24,2021,Bihar,Madhya Pradesh,ACC659934,ACC896402,295615.15,Cash Deposit,UPI,0.26,False
TX0000301,2021-12-06,2021,Karnataka,Bihar,ACC344135,ACC205866,141086.74,Remittance,Crypto Exchange,0.21,False
TX0000302,2021-05-09,2021,Karnataka,Assam,ACC756971,ACC126917,68700.33,Cash Deposit,UPI,0.14,False
TX0000303,2021-03-21,2021,Mizoram,Haryana,ACC135491,ACC729308,72689.27,Remittance,Hawala Network,0.25,False
TX0000304,2022-03-12,2022,Delhi,Jammu and Kashmir,ACC174196,ACC878679,119301.29,Trade Invoice Payment,Cash,0.29,False
TX0000305,2022-12-10,2022,Rajasthan,Odisha,ACC420124,ACC584827,468963.43,Trade Invoice Payment,Crypto Exchange,0.15,False
TX0000306,2020-06-13,2020,Haryana,Telangana,ACC219318,ACC716868,633001.3,Hawala-linked Transfer,Hawala Network,0.7,True
TX0000307,2023-01-26,2023,Mizoram,Manipur,ACC290288,ACC541324,11080.91,Trade Invoice Payment,Cash,0.23,False
TX0000308,2023-02-16,2023,Mizoram,West Bengal,ACC357354,ACC422818,73992.72,Trade Invoice Payment,UPI,0.26,False
TX0000309,2020-04-16,2020,Haryana,Tamil Nadu,ACC681786,ACC792201,133621.74,Trade Invoice Payment,Cash,0.3,False
TX0000310,2020-09-17,2020,Gujarat,Punjab,ACC751369,ACC643604,298621.69,Remittance,Bank Transfer,0.13,False
TX0000311,2022-02-15,2022,Andhra Pradesh,Madhya Pradesh,ACC762213,ACC584574,1789810.64,Crypto Off-ramp,Bank Transfer,0.71,True
TX0000312,2021-06-11,2021,Punjab,Haryana,ACC673208,ACC211053,122970.15,Trade Invoice Payment,Crypto Exchange,0.15,False
TX0000313,2018-09-11,2018,Uttar Pradesh,Mizoram,ACC992486,ACC608875,6007.57,Trade Invoice Payment,Hawala Network,0.22,False
TX0000314,2020-10-02,2020,Odisha,Kerala,ACC329669,ACC832757,515969.06,Remittance,Bank Transfer,0.15,False
TX0000315,2018-11-01,2018,Jammu and Kashmir,Bihar,ACC865389,ACC627461,228862.25,Trade Invoice Payment,Crypto Exchange,0.15,False
TX0000316,2021-02-12,2021,Assam,Odisha,ACC916662,ACC364450,130272.99,Trade Invoice Payment,Crypto Exchange,0.23,False
TX0000317,2024-06-22,2024,Madhya Pradesh,Uttar Pradesh,ACC975930,ACC638756,43697.09,Hawala-linked Transfer,UPI,0.68,True
TX0000318,2020-02-14,2020,Gujarat,Odisha,ACC493825,ACC761437,30769.32,Trade Invoice Payment,Cash,0.18,False
TX0000319,2023-01-11,2023,Haryana,Karnataka,ACC243401,ACC303093,143703.89,Remittance,Hawala Network,0.12,False
TX0000320,2023-10-26,2023,Andhra Pradesh,Maharashtra,ACC136817,ACC406120,61479.56,Remittance,UPI,0.18,False
TX0000321,2020-10-19,2020,Bihar,Jammu and Kashmir,ACC285907,ACC675984,44077.73,Hawala-linked Transfer,Cash,0.64,False
TX0000322,2021-03-22,2021,Gujarat,Kerala,ACC237808,ACC646886,1423631.86,Cash Deposit,UPI,0.12,False
TX0000323,2024-04-17,2024,Jammu and Kashmir,West Bengal,ACC419095,ACC106872,85429.78,Trade Invoice Payment,Bank Transfer,0.21,False
TX0000324,2018-12-03,2018,Haryana,Punjab,ACC567788,ACC852847,411572.4,Hawala-linked Transfer,Bank Transfer,0.55,False
TX0000325,2022-07-09,2022,Maharashtra,Andhra Pradesh,ACC743290,ACC442417,276082.7,Shell Company Transfer,Hawala Network,0.7,True
TX0000326,2021-05-19,2021,Telangana,Assam,ACC267938,ACC320435,86685.58,Trade Invoice Payment,Bank Transfer,0.3,False
TX0000327,2022-12-02,2022,Mizoram,Andhra Pradesh,ACC675101,ACC442879,125775.23,Hawala-linked Transfer,UPI,0.73,True
TX0000328,2022-09-19,2022,Odisha,Kerala,ACC790176,ACC525616,86281.96,Cash Deposit,Crypto Exchange,0.1,False
TX0000329,2024-02-20,2024,Uttar Pradesh,Gujarat,ACC617420,ACC973201,10318.73,Trade Invoice Payment,UPI,0.16,False
TX0000330,2019-09-02,2019,Gujarat,Mizoram,ACC693946,ACC209190,484986.84,Trade Invoice Payment,Crypto Exchange,0.18,False
TX0000331,2022-01-20,2022,Haryana,Kerala,ACC412824,ACC355165,19577.05,Remittance,Bank Transfer,0.13,False
TX0000332,2022-02-21,2022,Andhra Pradesh,Odisha,ACC755822,ACC334852,91959.29,Trade Invoice Payment,Hawala Network,0.12,False
TX0000333,2019-03-26,2019,Gujarat,Rajasthan,ACC478605,ACC409412,32259.76,Remittance,Hawala Network,0.26,False
TX0000334,2018-10-27,2018,Manipur,Rajasthan,ACC453558,ACC279880,34577.81,Crypto Off-ramp,Crypto Exchange,0.58,False
TX0000335,2021-09-11,2021,Telangana,Madhya Pradesh,ACC592674,ACC683981,198686.09,Remittance,Bank Transfer,0.21,False
TX0000336,2021-10-21,2021,Kerala,Uttar Pradesh,ACC714392,ACC680516,730837.47,Hawala-linked Transfer,Hawala Network,0.56,False
TX0000337,2024-07-01,2024,Jammu and Kashmir,Uttar Pradesh,ACC710556,ACC912199,120558.68,Trade Invoice Payment,Crypto Exchange,0.21,False
TX0000338,2019-10-08,2019,Tamil Nadu,Uttar Pradesh,ACC868876,ACC871731,40001.1,Trade Invoice Payment,Cash,0.11,False
TX0000339,2019-04-19,2019,Kerala,West Bengal,ACC740219,ACC565028,43815.08,Remittance,UPI,0.25,False
TX0000340,2021-04-07,2021,Tamil Nadu,Maharashtra,ACC722055,ACC612831,96247.56,Trade Invoice Payment,Hawala Network,0.26,False
TX0000341,2020-05-18,2020,Tamil Nadu,Rajasthan,ACC272819,ACC289388,582567.86,Cash Deposit,Crypto Exchange,0.24,False
TX0000342,2023-09-26,2023,Bihar,Karnataka,ACC570460,ACC903592,39455.4,Cash Deposit,Bank Transfer,0.29,False
TX0000343,2019-11-17,2019,Tamil Nadu,Maharashtra,ACC898989,ACC461912,50033.64,Remittance,Crypto Exchange,0.2,False
TX0000344,2018-08-26,2018,Jammu and Kashmir,Manipur,ACC486688,ACC357634,390951.48,Remittance,Hawala Network,0.21,False
TX0000345,2020-06-08,2020,Madhya Pradesh,Kerala,ACC945793,ACC707602,143653.03,Trade Invoice Payment,Crypto Exchange,0.11,False
TX0000346,2023-05-09,2023,Assam,Jammu and Kashmir,ACC878963,ACC722689,79339.59,Cash Deposit,Hawala Network,0.12,False
TX0000347,2022-11-14,2022,Haryana,Andhra Pradesh,ACC392586,ACC120909,19262.55,Crypto Off-ramp,Cash,0.71,True
TX0000348,2018-02-13,2018,Uttar Pradesh,Mizoram,ACC604837,ACC724806,17481.98,Remittance,Cash,0.18,False
TX0000349,2018-03-27,2018,Telangana,Karnataka,ACC757059,ACC208510,34491.81,Trade Invoice Payment,Hawala Network,0.12,False
TX0000350,2020-11-09,2020,Madhya Pradesh,Mizoram,ACC620391,ACC442747,17051.68,Hawala-linked Transfer,Crypto Exchange,0.64,False
TX0000351,2021-02-09,2021,Rajasthan,Uttar Pradesh,ACC254604,ACC897093,107239.21,Crypto Off-ramp,UPI,0.73,True
TX0000352,2021-03-24,2021,Rajasthan,Odisha,ACC494112,ACC414817,198919.19,Crypto Off-ramp,UPI,0.74,True
TX0000353,2022-01-18,2022,Maharashtra,Delhi,ACC189084,ACC827620,142539.03,Hawala-linked Transfer,Bank Transfer,0.75,True
TX0000354,2021-07-17,2021,Assam,Manipur,ACC351562,ACC481900,20041.4,Remittance,Cash,0.15,False
TX0000355,2023-09-02,2023,Madhya Pradesh,Tamil Nadu,ACC559937,ACC668357,94214.03,Remittance,Cash,0.13,False
TX0000356,2019-09-03,2019,Odisha,Manipur,ACC666950,ACC444828,99139.58,Crypto Off-ramp,Bank Transfer,0.73,True
TX0000357,2018-01-03,2018,Haryana,Telangana,ACC177932,ACC977456,14628.06,Hawala-linked Transfer,Cash,0.63,False
TX0000358,2022-04-10,2022,Rajasthan,Uttar Pradesh,ACC319882,ACC570132,149588.94,Crypto Off-ramp,Hawala Network,0.61,False
TX0000359,2020-08-25,2020,Telangana,Haryana,ACC660868,ACC230470,175560.56,Cash Deposit,Crypto Exchange,0.2,False
TX0000360,2019-01-11,2019,Assam,Odisha,ACC950512,ACC379587,153546.39,Shell Company Transfer,Hawala Network,0.65,True
TX0000361,2019-02-11,2019,Manipur,Andhra Pradesh,ACC262609,ACC127976,108011.44,Crypto Off-ramp,Hawala Network,0.58,False
TX0000362,2021-02-12,2021,Bihar,Jammu and Kashmir,ACC675422,ACC460939,163704.05,Remittance,Hawala Network,0.16,False
TX0000363,2023-02-21,2023,Delhi,West Bengal,ACC129318,ACC595536,64633.05,Trade Invoice Payment,Bank Transfer,0.15,False
TX0000364,2020-03-15,2020,Manipur,Kerala,ACC227219,ACC245015,7879.7,Trade Invoice Payment,Hawala Network,0.1,False
TX0000365,2024-10-07,2024,Telangana,Uttar Pradesh,ACC422682,ACC936634,57510.3,Trade Invoice Payment,Hawala Network,0.23,False
TX0000366,2020-04-15,2020,Haryana,Maharashtra,ACC469948,ACC104491,567452.33,Trade Invoice Payment,Cash,0.21,False
TX0000367,2022-04-24,2022,Delhi,Andhra Pradesh,ACC271005,ACC894932,21399.38,Shell Company Transfer,Crypto Exchange,0.74,True
TX0000368,2020-09-02,2020,Uttar Pradesh,West Bengal,ACC437760,ACC784358,20603.69,Trade Invoice Payment,Crypto Exchange,0.29,False
TX0000369,2020-06-12,2020,Manipur,Haryana,ACC544480,ACC692609,35521.25,Trade Invoice Payment,UPI,0.24,False
TX0000370,2018-06-18,2018,Punjab,Punjab,ACC119631,ACC662185,215798.71,Remittance,UPI,0.0,False
TX0000371,2018-04-07,2018,Uttar Pradesh,Maharashtra,ACC403078,ACC899661,22861.75,Remittance,Cash,0.18,False
TX0000372,2021-07-13,2021,Kerala,Gujarat,ACC507188,ACC157885,206436.41,Cash Deposit,Hawala Network,0.25,False
TX0000373,2021-11-20,2021,Madhya Pradesh,Rajasthan,ACC842569,ACC849872,13134.75,Trade Invoice Payment,UPI,0.2,False
TX0000374,2019-04-20,2019,Bihar,Madhya Pradesh,ACC360511,ACC141627,817793.99,Remittance,Cash,0.2,False
TX0000375,2019-11-13,2019,Andhra Pradesh,Jammu and Kashmir,ACC282593,ACC176995,26401.1,Trade Invoice Payment,Bank Transfer,0.19,False
TX0000376,2023-06-17,2023,Manipur,Odisha,ACC128427,ACC974408,26121.93,Shell Company Transfer,UPI,0.63,False
TX0000377,2023-01-10,2023,Punjab,Bihar,ACC670972,ACC700226,52165.3,Remittance,Bank Transfer,0.21,False
TX0000378,2018-11-04,2018,Jammu and Kashmir,Delhi,ACC802481,ACC865569,100224.87,Crypto Off-ramp,Cash,0.64,False
TX0000379,2018-09-24,2018,West Bengal,Tamil Nadu,ACC469462,ACC183248,79899.71,Hawala-linked Transfer,Hawala Network,0.69,True
TX0000380,2024-05-02,2024,West Bengal,Gujarat,ACC941340,ACC436021,10977.77,Crypto Off-ramp,Cash,0.68,True
TX0000381,2024-02-22,2024,Odisha,Mizoram,ACC380336,ACC271792,16220.7,Trade Invoice Payment,Cash,0.1,False
TX0000382,2020-12-09,2020,Manipur,West Bengal,ACC219293,ACC292849,47252.44,Shell Company Transfer,Crypto Exchange,0.71,True
TX0000383,2019-10-08,2019,Jammu and Kashmir,Odisha,ACC130964,ACC267232,79462.03,Crypto Off-ramp,UPI,0.66,True
TX0000384,2023-12-08,2023,Rajasthan,Karnataka,ACC791333,ACC375175,35692.36,Trade Invoice Payment,Bank Transfer,0.19,False
TX0000385,2018-03-20,2018,Mizoram,Manipur,ACC392522,ACC123522,654409.27,Trade Invoice Payment,Crypto Exchange,0.22,False
TX0000386,2021-04-03,2021,Tamil Nadu,Andhra Pradesh,ACC647295,ACC987914,294387.69,Shell Company Transfer,Cash,0.73,True
TX0000387,2020-09-16,2020,Uttar Pradesh,Punjab,ACC232137,ACC925512,495041.68,Hawala-linked Transfer,Crypto Exchange,0.66,True
TX0000388,2020-08-17,2020,Delhi,West Bengal,ACC922052,ACC692858,96593.18,Cash Deposit,Cash,0.22,False
